151.1468917 -33.87868974
151.1448284 -33.88800941
151.1444325 -33.89230241
151.1421796 -33.89531343
151.1339268 -33.89887152
151.1235591 -33.90674664
151.1244069 -33.89568963
151.122029 -33.89558668
151.11827 -33.89563172
151.1146181 -33.89580477
151.11275 -33.8913588
151.1160279 -33.88267875
151.1180858 -33.88014671
151.1194877 -33.87846169
151.1182097 -33.87670269
151.1252935 -33.87252559
151.1329122 -33.87309549
151.1403422 -33.87118244
151.148131 -33.87011036
151.1499331 -33.87345835
151.0624584 -33.86370825
151.0633195 -33.86939726
151.0621147 -33.8799463
151.0491001 -33.8857654
151.0313004 -33.88813658
151.0128926 -33.87806479
151.0124886 -33.87520179
151.0126045 -33.87113177
151.0145714 -33.86907072
151.0141914 -33.86534075
151.0146153 -33.86248374
151.0152833 -33.85872774
151.0163622 -33.85494874
151.0166969 -33.85144886
151.0163261 -33.84658477
151.017151 -33.84188577
151.0184659 -33.83750974
151.0230208 -33.83547368
151.0288537 -33.83531862
151.0352366 -33.83182841
151.0495082 -33.82393433
151.058545 -33.82450921
151.0643989 -33.82494013
151.0732047 -33.82045903
151.0834196 -33.82214195
151.0767158 -33.834861
151.0794168 -33.83522998
151.0801679 -33.84371001
151.079019 -33.84821204
151.0732872 -33.85549412
151.0696391 -33.91240432
151.0627844 -33.9192874
151.0550736 -33.92538949
151.0447839 -33.93246959
151.038603 -33.93455769
151.0397991 -33.93934771
151.0408382 -33.94274371
151.0406593 -33.95212776
151.0408474 -33.95446578
151.0408554 -33.95711681
151.0407105 -33.95896281
151.0403515 -33.96193781
151.0411465 -33.96398482
151.0443685 -33.96926393
151.0422986 -33.97028883
151.0412517 -33.97222483
151.0381538 -33.97481287
151.0342788 -33.97531093
151.0308729 -33.97609997
151.02679 -33.97691303
151.024373 -33.97595804
151.0253029 -33.97358001
151.0248059 -33.97132301
151.0255068 -33.969916
151.0243878 -33.96652101
151.0224078 -33.96505203
151.0236159 -33.97005804
151.020914 -33.97329608
151.01795 -33.97452512
151.021076 -33.97523308
151.0107293 -33.98348724
151.0013424 -33.98134531
150.9913556 -33.968264
150.9781833 -33.95300146
150.9675223 -33.93284751
150.9740958 -33.91423736
150.9775867 -33.90888631
150.9715756 -33.89766734
150.9680026 -33.88983236
150.9698095 -33.88908633
150.9732345 -33.88964529
150.9782413 -33.88054821
150.9880799 -33.86708306
151.0040597 -33.8734838
151.0313004 -33.88813658
151.0491001 -33.8857654
151.057142 -33.89165892
151.0677807 -33.88607327
151.0655029 -33.89859631
151.068328 -33.90668433
151.0655141 -33.90641334
151.074506 -33.91041426
151.0522185 -33.77985127
151.0457837 -33.78314236
151.0379688 -33.78622045
151.028693 -33.78930455
151.0280102 -33.79788453
151.0240133 -33.8030116
151.0222743 -33.79986962
151.0151034 -33.79552269
151.0144842 -33.7850867
151.0105932 -33.78477275
151.0091483 -33.78546976
151.0083743 -33.78752677
151.0068664 -33.78870678
151.0047155 -33.79024281
151.0031405 -33.79104284
150.9998666 -33.79325687
150.9969756 -33.79070892
150.9967825 -33.78201993
151.0013213 -33.77501885
151.0003353 -33.76967388
150.9908144 -33.77011699
150.9700308 -33.77330628
150.9584869 -33.76636643
150.9552279 -33.75801746
150.9497439 -33.74773453
150.9379718 -33.72066157
150.9303917 -33.70384567
150.9158536 -33.68275579
150.8974995 -33.66458299
150.8852666 -33.66017214
150.8778228 -33.65998624
150.8748248 -33.65785927
150.8781406 -33.65039824
150.8833094 -33.64237919
150.8940351 -33.62734306
150.9225533 -33.5842819
150.9308911 -33.57203984
150.933942 -33.56133282
150.9310791 -33.56026883
150.9281231 -33.56095187
150.9256852 -33.55926389
150.9209372 -33.55912993
150.9157583 -33.55481897
150.9075145 -33.55731902
150.9037485 -33.55469306
150.8966526 -33.55559312
150.8942787 -33.56056811
150.8888158 -33.55896517
150.9005384 -33.52688506
150.9089331 -33.51317297
150.915058 -33.50136688
150.8853492 -33.49091819
150.8764824 -33.49239525
150.9048417 -33.46679703
150.8864377 -33.44435018
150.9245388 -33.41832886
150.9492467 -33.42813856
150.9849936 -33.37835914
150.9889496 -33.38212512
150.9842357 -33.38737118
150.9855547 -33.38763016
150.9860728 -33.39159715
150.9863578 -33.39362716
150.9863478 -33.39750714
150.9857099 -33.40157415
150.983112 -33.40597619
150.978963 -33.40935523
150.9783781 -33.41316423
150.9733922 -33.41664428
150.9732973 -33.4230123
150.9784022 -33.42423724
150.9838012 -33.42527318
150.9882481 -33.42656213
150.9916031 -33.43170312
150.9918872 -33.44121913
150.9926582 -33.44510413
150.9971362 -33.44942208
151.0011852 -33.45369805
151.0027502 -33.459223
151.0054472 -33.46505797
151.0076752 -33.46926794
151.0105181 -33.47383091
151.0108932 -33.47969191
151.0136392 -33.48748387
151.0192271 -33.49107981
151.0214151 -33.49515081
151.0224441 -33.50571381
151.0276041 -33.5152128
151.0258661 -33.52111682
151.0111975 -33.53184499
151.0118835 -33.541803
151.0129995 -33.54880701
151.0114806 -33.562112
151.0141707 -33.57237998
151.0129338 -33.58451299
151.0065691 -33.59578006
151.0138461 -33.60523994
151.0196741 -33.61511086
151.0223422 -33.62654277
151.0228723 -33.63192775
151.0223784 -33.64345173
151.0201536 -33.65080772
151.0260316 -33.66348163
151.0252937 -33.67155464
151.0283847 -33.6801566
151.0316608 -33.69439855
151.027478 -33.69596559
151.0163372 -33.69744872
151.0111864 -33.70928576
151.0185114 -33.71952368
151.0204604 -33.73145366
151.0313813 -33.73694353
151.0411562 -33.74085843
151.0496372 -33.7484433
151.0480452 -33.75543234
151.0489563 -33.75827032
151.0490823 -33.75954732
151.0481114 -33.76194233
151.0506714 -33.76995231
150.958642 -33.76704442
150.962124 -33.77508637
150.9578671 -33.77934344
150.9531872 -33.77735851
150.9495873 -33.78287556
150.9484454 -33.78728858
150.9417946 -33.79167366
150.9378097 -33.79524571
150.9355008 -33.79808372
150.9357578 -33.80285372
150.931638 -33.80627878
150.9214241 -33.80925389
150.9150076 -33.83158596
150.9105466 -33.82812802
150.89018 -33.83217325
150.889896 -33.83298024
150.889631 -33.83304025
150.889519 -33.83321726
150.8893861 -33.83337626
150.8893981 -33.83359627
150.8891741 -33.83381126
150.8889571 -33.83401226
150.8885011 -33.83401426
150.8885041 -33.83340126
150.8887571 -33.83284226
150.888752 -33.83242727
150.888788 -33.83212326
150.8853001 -33.83131331
150.8848051 -33.82819932
150.8810561 -33.82792237
150.8796642 -33.82884639
150.8782622 -33.82782841
150.8770112 -33.82750142
150.8758232 -33.82624342
150.8735952 -33.82468746
150.8572035 -33.82081267
150.8346319 -33.82065796
150.8188262 -33.82174417
150.8131743 -33.82111422
150.8141553 -33.81861223
150.8148542 -33.81613421
150.8141592 -33.8135732
150.8145361 -33.81124721
150.8134691 -33.8094682
150.81493 -33.80683119
150.814076 -33.80499919
150.813769 -33.80175919
150.8131619 -33.79715419
150.8109929 -33.7943102
150.8107049 -33.79241621
150.8115168 -33.78825119
150.8097698 -33.7864322
150.8101908 -33.7841042
150.8081848 -33.78324023
150.8086588 -33.78125923
150.8055408 -33.77965926
150.8045788 -33.77795326
150.8033318 -33.77562727
150.8021728 -33.77331729
150.8016268 -33.7712173
150.8006268 -33.76961132
150.7989348 -33.76744933
150.7966157 -33.76430235
150.7945077 -33.76187537
150.7940677 -33.7597634
150.7917187 -33.75571441
150.7931126 -33.7536204
150.7907467 -33.75164643
150.7891597 -33.74957245
150.7889366 -33.74635445
150.7867367 -33.74598646
150.7849417 -33.74381949
150.7841136 -33.74103851
150.7814027 -33.74020253
150.7785167 -33.73987958
150.7768567 -33.73712759
150.7617829 -33.73284479
150.7595569 -33.7298708
150.7621279 -33.72762377
150.7639648 -33.72563474
150.7627878 -33.72147176
150.7654397 -33.71886772
150.7663507 -33.7160607
150.7671746 -33.71079471
150.7676065 -33.70576569
150.7713704 -33.70172164
150.7766732 -33.70402158
150.7785332 -33.70237255
150.7793001 -33.69764754
150.781319 -33.69497551
150.7850799 -33.69332344
150.7861739 -33.69106044
150.7904728 -33.68906137
150.7920947 -33.68588335
150.7977714 -33.67757826
150.8015813 -33.67492621
150.8052603 -33.67501517
150.8112902 -33.67813009
150.8186471 -33.67638001
150.8147001 -33.67300404
150.8140268 -33.66694242
150.8175459 -33.662186
150.8229128 -33.65992594
150.8265847 -33.65809591
150.8405174 -33.65534973
150.8510212 -33.65009462
150.8633719 -33.64984844
150.8735868 -33.6562403
150.8762118 -33.65923726
150.8802377 -33.6602272
150.8868896 -33.66065111
150.9062275 -33.67267489
150.9261816 -33.69504973
150.9312837 -33.70740766
150.9446161 -33.73587351
150.9522879 -33.7529445
150.9571079 -33.76110744
151.2260652 -33.95635662
151.2203224 -33.96333569
151.2109777 -33.96935078
151.2054827 -33.96603481
151.2065166 -33.96504578
151.2106576 -33.96405877
151.2104685 -33.96321074
151.2065146 -33.96183579
151.1991816 -33.95776281
151.1960479 -33.9724879
151.195466 -33.97396291
151.192747 -33.97438793
151.190857 -33.97280296
